VideoID,text_cleaned,cluster,x0_Bert-CLS,x1_Bert-CLS,View Count,Like Count,Comment Count,Channel Title,Channel_Weight
jNh9sBsYgss,She Is INSANE!!,1,0.29422158,2.7993438,601388,14944,441,Jus' 2 React,0.0013934145943537484
CIzI1u5i8B8,MR. SHIN'S OFFICETEL TOUR TARA!,1,1.9147019,0.5081404,131120,11906,844,Mister Shin,0.0013934145943537484
HfJjo_Y9miA,ANG SARAP! ANG SAYA! SAMA KAYO!,1,0.7788676,2.1930804,1578,27,25,Invested Lifestyle,0.0020901218915306227
dLo695R9_oU,WHERE IS THE TIYANAK??!,1,1.6323112,1.2389976,55917,2586,307,Music Game News,0.00011000641534371697
NIS_Pckfru0,SO FUNNY!!SIGNS YOU ARE FILIPINO!PSST!,1,1.1280192,0.7824871,921777,39462,2351,JUICY REACTS,0.00016720975132244982
n1jPXONfxjI,Reacts to FILIPINO FOOD HOW TO EAT RICE WITH BARE HANDS?,1,1.2578939,0.72982585,541,41,16,Jesxica Wan,0.0013934145943537484
G2WlfS4ixYU,NO OTHER TOURISTS!,1,1.356657,1.8707284,123645,3688,192,The Endless Adventure,0.0008360487566122491
xTZblAWYS4s,BGC SHOCKED!,1,1.1210921,1.503692,255332,6358,733,Zane Travel,0.0006967072971768742
6gCEl31uiE8,AWKWARD?,1,0.812116,2.312703,42034,869,62,Paolo fromTOKYO,0.00041802437830612457
vl0HKxs2Q6k,YOU MUST TRY THIS!!,1,1.2214301,1.5565071,5370,573,156,Proudly Nomadic,0.0002985888416472318
iuOb6l6vbOY,$1000M MY TYPICAL DAY!,1,0.6551579,2.258424,504554,7429,1136,Regular Guy,0.0010450609457653113
2TghJw4IZZ0,ONLY LOVE CAN HURT LIKE THIS! SHE WENT THERE!,1,2.2566397,0.06418717,18190,941,50,Richards Infinity,0.0020901218915306227
pLT2-jZTPi8,59 MILLION VIEWS SHE'S A NURSE?!,1,1.8756343,0.35251483,238878,8534,363,Waleska Herrera,2.7501603835929242e-05
8P9QdIHT3sk,WHAT ARE THESE THINGS?,1,1.9768972,1.2065691,397561,15503,1726,Always Be Changing,0.0002985888416472318
MKBogPOM3Ao,ENTIRE MENU?,1,0.8847243,0.74195254,52195,1161,87,FoodieMommaPH,0.00041802437830612457
GtBth3A_C9A,Jollibee rispulicious! Juicylicious! Chickenjoy rispulicious! Juicylicious!,1,-0.4851594,2.9193256,89308,346,0,Look Who's Blogging,0.0010450609457653113
abYIe3yt2E8,PHILIPPINES BEST CROWD IN THE WORLD!,1,1.9790515,0.47121307,421921,13221,552,Waleska Herrera,2.7501603835929242e-05
BfyuKROBWyE,!,1,-0.9316212,2.8890789,18631,864,153,Japapino World ジャパピーノ,0.00026126523644132783
umyv2V49chI,BEST LECHON IN CEBU?,1,1.0915202,2.242205,13516,815,101,Sol & Luna TV,0.0003215572140816343
2n67uXYSG5c,YOU RAISE ME UP,1,1.9243757,1.1426009,1194,99,24,Meet Jacky,0.0010450609457653113
anSOkTr4ugk,BANANA KETCHUP?!,1,0.8538913,1.7511753,4945,165,44,Pinay mom's blogs,0.0010450609457653113
CVx_BaMGkZk,IKAW NA TALAGA MISTER!!,1,0.631504,1.811959,153118,0,189,Mia Sandoval,0.0001492944208236159
4gZVxxSeAn0,FIRST FILIPINO DISNEY SONG! I AM SO PROUD!!!,1,1.2057008,0.57686484,156126,5785,231,Katriinka,0.0003483536485884371
SpIeqCNKrMQ,SILA DIN BA ANG TOP 5 MO?,1,1.4422776,0.66161,12490,851,78,The Commodity,8.038930352040857e-05
LVVI4KvH_Gw,DO NOT RETIRE HERE!!,1,1.1667302,1.167604,24991,1075,303,Bigg World Cinema,0.00026126523644132783
hHBhgilEpYo,CRAZY FIRST DAY IN MANILA!,1,1.9295712,1.312728,299868,10128,1880,Flora and Note,0.0008360487566122491
Ppj1EpdEyYs,EMINEM??,1,-0.44199914,1.7515378,130287,1927,59,UZUNO,0.0020901218915306227
bbkUGFFjX_c,WOW! BIRTHDAY FUN!!,1,1.4071178,1.1717486,110,25,6,The Canadian Traveller,0.0010450609457653113
71BQ4YNhVxA,FILIPINO MALLS ARE DIFFERENT!,1,1.8085326,0.8046133,204593,8865,432,Waleska Herrera,2.7501603835929242e-05
3rRNKYvoDsQ,PHILIPPINES DON'T MISS THESE WATERFALLS IN CEBU!,1,2.0093837,0.85454816,20648,848,119,CouplesQuest_ | Matt and Danielle,0.0006967072971768742
Dubn_dfCbFs,Our 1st Festival!!,1,-0.19043754,3.9033198,11221,570,36,TPL Bianca,0.00013484657364713694
r5_rGPunG-w,I QUIT!,1,0.80490613,1.850892,20423,1374,95,Our Half Asian Adventure,0.0020901218915306227
xiMoenxcnbU,HOW TO KNOW IF An ARAB SAUDI is SERIOUS In,1,1.2416049,0.5158102,21872,616,178,Ali and Lyn Diaries,0.0020901218915306227
_qoxcsCD7kw,FILIPINO STYLE?,1,0.76296353,1.8005074,84363,2229,167,Pinoy Planet,4.644715314512495e-05
q14xrmd8R6s,ISLAMIC DIVORCE IN THE PHILIPPINES Can I convert and legally divorce?,1,1.2537159,0.74440056,19207,150,63,RapidVisa,0.0008360487566122491
unTM04ne7wk,FILIPINO POLITICS NOT FOR FOREIGNERS! BAWAL,1,1.8142526,-0.19742674,113468,6600,935,Music Game News,0.00011000641534371697
VD5E8E_6jPk,DO BIG SHARKS BITE IN THE PHILIPPINES ?,1,1.5030521,1.6620636,3719,370,45,Hobo Ventures,0.0006967072971768742
b0Sd5upIc6o,CZY JEST BEZPIECZNIE NA FILIPINACH?,1,1.3072435,1.2487074,10125,456,52,Życie na Filipinach - Rafał Baran,0.0008360487566122491
vuQqCtkpOTc,SHOULD WOMEN TRAVEL ALONE IN?,1,1.7400815,0.7251129,27507,905,180,Be My Travel Muse,0.0010450609457653113
35THbgakNBk,CRAZY REACTION!,1,1.0940102,2.0927677,147850,8411,1212,The Juicy Vlog,0.00019001108104823843
Bfr7zkTXL9A,You Stupid IDIOT!,1,0.43175593,2.1102734,1310951,45432,6159,GLOCO,0.0013934145943537484
konXumXsoFE,HOW CAN HE DO THIS?,1,1.8503507,1.4614241,921936,22041,1097,RegenerationNationTV,0.0006967072971768742
Jppwo7-7hLs,OMG! THIS IS TERRIFYING!,1,1.619634,1.5682905,126074,5995,693,Music Game News,0.00011000641534371697
SDHspt6VI2s,FINDING A GOOD SCHOOL FOR A FOREIGNER IN THE PHILIPPINES! DIFFICULT TO BE ACCEPTED INTO A SCHOOL? SUPPORTING LOCAL BUSINESSES MEETING THE PUPPIES!,1,1.6489184,-0.118716106,43645,1928,136,Adam and Jane's Lifestyle,8.708841214710928e-05
LA8U3Lqr3b0,FORK yeah FLIP SIGI,1,1.3026963,0.16971682,19590,626,54,Thrillist,0.0020901218915306227
0Mnau-zACiE,FIRST TIME IN THE PHILIPPINES!,1,1.744096,0.80685586,773859,20105,2463,Always Be Changing,0.0002985888416472318
rQ0zqHlIs3A,TRYING FILIPINO FOOD!,1,1.7401619,1.0422909,381644,11897,1338,The Trips,0.0006967072971768742
74Fz4onYqGY,FILIPINO STREET FOOD!,1,1.517831,0.9087543,183734,4490,410,Bags Packed Family,0.00046447153145124943
H4tGheX1GWE,MUST TRY!,1,1.2617222,1.5902303,7502,264,36,Walids Journey,0.0010450609457653113
ytqjKNY9kzY,!?!,1,-0.58274555,2.9025908,559019,23193,3540,Yoshi the Japanese Guy,0.0002458966931212497
HWDjWJ5rptg,FILIPINO SEAFARER LIFE REACTION!,1,1.438856,0.9365872,31927,1499,299,Flying Kell,0.0003215572140816343
xmJ8TmUtpdg,REACT VOCALCOACHESREACT QUEEN!,1,1.2548054,1.241321,11679,686,47,Reação Imediata,0.00027868291887074966
Uj8nqPKEwLQ,25th FLOOR!,1,-0.058598746,2.6969457,17260,303,68,Aaron Around,0.00022001283068743394
TDwgAg-2BaY,BEAUTIFUL IN THE PHILIPPINES?!,1,1.1913283,1.7515925,134183,5167,260,JUICY REACTS,0.00016720975132244982
jsv1yjFjZx0,COST OF LIVING IN THE PHILIPPINES? LET'S BE HONEST!,1,1.650006,0.9472372,225218,3644,855,Amazing Philippines,0.0013934145943537484
NqgrTt_pjyE,TOTROPAHIN O JOJOWAIN?,1,1.1940763,1.4249531,101749,2615,177,THE SKWAD,0.0005971776832944636
tD9YGqa-xrA,FILIPINO FOOD GUIDE!,1,1.5814879,0.9594586,80850,1075,83,Eatbook,0.0013934145943537484
bbHLfaq8LzQ,SURPRISING HISTORY OF PHILIPPINES! WE NEVER KNEW THIS!,1,1.9157991,0.9270928,125857,5993,498,JUICY REACTS,0.00016720975132244982
5-nceCopalU,HOW TO LIVE LIKE A KING...,1,0.7053044,0.8262294,4310,241,51,The Commodity,8.038930352040857e-05
rA5HR1G8rfI,HOW MANY ARE THERE? PTANG INA!,1,1.5026364,0.898702,1188214,39748,10001,The Front,0.0010450609457653113
jrxk0pWFe-I,MY FIRST TIME RIDING THE MRT TRAIN!,1,2.0676246,0.4609315,44293,2587,228,Luis Portelles,0.0013934145943537484
uTwEpSEWkm4,Look At These Prices! Shocked!,1,-0.5251266,3.0430691,289291,6912,417,TPL Bianca,0.00013484657364713694
ZLZYGufLzE4,YOU DON'T KNOW THIS!,1,1.6668929,1.6861421,3251,83,21,CharlieWayne Adventures,0.0013934145943537484
tYALRFw3Ox0,What's wrong with being black?!,1,0.44603443,2.287977,11525,513,95,One Down,0.00041802437830612457
L-OWMMdBkHk,HE ATE PIGS EAR!,1,1.5147023,1.3819717,17307,1786,306,Wistl Family Adventures,0.0013934145943537484
5mlZPHOKh60,PHILIPPINES TOP 7 EXPERIENCES YOU CANNOT MISS CANYONEERING FREE DIVING SAILING MORE!,1,1.8525448,-0.12919335,12593,827,80,CouplesQuest_ | Matt and Danielle,0.0006967072971768742
kdQjdQUFzBo,OVERHYPED?,1,0.8781882,2.1667798,48189,971,68,Nicole and Mico,0.0005225304728826557
8mPk9KW_5XE,SUPPER TIME!!,1,0.6702796,1.85979,97,27,14,The Canadian Traveller,0.0010450609457653113
uaBTyt6uFQA,MY KOREAN FAMILY TRYING FILIPINO DELICACIES DID THEY LIKE IT?,1,1.9829912,1.0440525,1384871,37270,2299,Pinay Mom in South Korea,0.0013934145943537484
Fi8gTif6kpE,Can you put your legs down!! Wow ha!!,1,-0.28631893,1.8970807,70278,0,182,Mia Sandoval,0.0001492944208236159
FUNVx1HqOKY,QUEER FILIPINOS REACT TO HOW DO FILIPINOS REALLY FEEL ABOUT LGBTQ FOLK?,1,0.92884856,1.5464554,8831,297,60,One Down,0.00041802437830612457
LU3dP_VdymQ,NOT RISK FREE!,1,1.4147272,1.8551643,6512,527,66,Chai Travel,0.0005225304728826557
hgBgdXzgxvo,GALIT GALIT MUNA SA SOBRANG SARAP! UNBEATABLE! EMBUTIDO! perfectly made,1,0.68821955,0.40192646,133043,4134,134,lucky doyun channel,0.0020901218915306227
4CIjiNM_p6M,NO!,1,0.559059,2.2418382,5532,134,2,Emirates Loves Philippines,0.0013934145943537484
NEDLWRSapp0,FILIPINO FOOD!,1,1.4410404,1.1548939,15019,628,37,Nicole and Mico,0.0005225304728826557
mgwJt140qFI,FILIPINO MAIDS SHOULD NEVER HAVE A Sondos Alqattan DAY OFF!,1,1.6114073,0.4495971,16946,356,230,The Love Train Nation,0.0001441463373469395
eQgF7_x5fmY,MAASIM?,1,0.47616866,2.002429,1537,94,87,Pinoy Planet,4.644715314512495e-05
KzG17U1mbMc,1ST CLASS TO MANILA!,1,1.6013582,1.1485522,240513,3126,245,TPL Bianca,0.00013484657364713694
f16ujuGgXOo,BETTER THAN USA? HOW TO LIVE LIKE A KING..,1,0.87281597,0.049278334,35593,1902,123,TriFate Geo,8.19655643737499e-05
BKBIU-YJJc8,HE CRIED!,1,1.329552,1.6238737,229835,6266,622,We Wander,0.0008360487566122491
VDeri66Gw5k,WOW! FILIPINO KIDS NAILED IT!,1,1.8126076,0.7386896,360267,10440,282,Waleska Herrera,2.7501603835929242e-05
gFOYVZiyCXA,MURA NAMAN!,1,0.83192044,1.9522078,6436,519,64,Pinoy Planet,4.644715314512495e-05
apd8JY86i4s,A FILIPINO UNIVERSITY??!,1,0.999855,1.3661839,1218,119,12,Buhay ni Tal - Living Filipino,0.0020901218915306227
543Un3Rjabg,INCREDIBLE! WTF? Tawag ng TANGHALAN,1,1.0025231,0.94508743,316291,8659,267,Waleska Herrera,2.7501603835929242e-05
XAOsZHe93LQ,CHRISTMAS IN THE PHILIPPINES! WE DIDN'T EXPECT THIS!,1,2.2266822,0.82037807,7896,733,103,Cav and Nicole,0.0013934145943537484
jgy0EWT3esY,an insane filipino feast!,1,0.17910922,2.8852346,200,7,0,Meghan Laurie,0.0020901218915306227
NMuU2Tv-Oi4,NAKAKAINIS KA NA!,1,-0.011102804,2.5151052,92875,0,308,Mia Sandoval,0.0001492944208236159
-_E2KyNAvqg,20 SECONDS?! FILIPINO SINGERS LONGEST NOTES!,1,1.6762671,0.9169146,51420,2114,199,Waleska Herrera,2.7501603835929242e-05
lH-ebkL3l9w,FILIPINOS DO WHAT?!,1,1.3895178,1.2232289,231176,4929,745,Stephen & Taylor,0.0010450609457653113
rnd9Hqot5RY,I DIDN'T EXPECT THIS,1,1.656058,0.299953,3414,101,44,American Entrepreneur in the Philippines,0.00026126523644132783
sYFJwt_OU_c,Why Do Foreigners like The Philippines?,1,0.42207825,3.4268718,7438,547,102,Chai Travel,0.0005225304728826557
ZDQP4SRfrpg,IS THIS SAN FRANCISCO?,1,1.5526602,1.9288219,63194,2136,174,Dodo Explorers,0.00026126523644132783
bwQ1ifGRKGY,Two of My FAVES!!,1,0.1650958,2.8077304,202995,6783,120,LizaQuin,0.0008360487566122491
L9tIAMCe2dc,PHILIPPINES I HAD NO IDEA!!!,1,1.3934711,0.16081323,410085,12829,1291,The Commodity,8.038930352040857e-05
tYjJMG2m4kE,UH-OH!,1,0.07430951,2.830786,534395,10273,1606,Dale Philip,0.00046447153145124943
AmgEFzgnvP4,THE TNT BOYS BATTLE SHOCKING!,1,1.759785,0.27582586,21173,694,99,The Love Train Nation,0.0001441463373469395
KqItPSo7R58,SINIGANG Baboy or Hipon?,1,0.26487103,1.481251,21369,1328,115,한인타운 호텔&풀빌라 리조트,0.0005225304728826557
MoWue2YAvJE,GET THE $&! OUT!,1,0.3571721,2.2485025,469153,30308,4681,China Uncensored,0.0005971776832944636
decQL8TcTPQ,CHRISTMAS IN THE PHILIPPINES WHY IS THIS SO GOOD?!,1,2.0507646,-0.04588183,106133,3976,163,Waleska Herrera,2.7501603835929242e-05
NTAnGrxuP0g,VOL 25 12.6M VIEWS!,1,0.13793108,1.8275135,66044,2314,61,Music Game News,0.00011000641534371697
WHhcj9jYdL8,The Philippines PROUDLY WELCOMES YOU,1,1.0624218,1.3130335,21724,1421,87,The Commodity,8.038930352040857e-05
K9h7xBf9uzA,"REACTION TO AYANDAA BY THE WASABIES, VANDEBO THIS IS WHAT MONGOLIAN POP SOUNDS LIKE?",1,1.8589784,-0.08764911,3373,96,11,Asian Entertainment and Culture,0.0013934145943537484
5Puy1Px2YYc,HOME... JUST IN TIME FOR THIS!,1,1.1619295,1.0798573,15032,848,96,Adam and Jane's Lifestyle,8.708841214710928e-05
sNKK3aX8Bd4,SINULOG!,1,0.84330136,1.812472,39497,1352,152,Sol & Luna TV,0.0003215572140816343
hWIMspWuVEI,AUSTRALIAN VISITOR VISA OUR OWN PROCESSING EXPERIENCE 5 DAYS APPROVAL!,1,1.5501759,0.314228,22067,279,281,ChelleandSam,0.0013934145943537484
xon9s2T0Xxc,I TOOK MY PARENTS TO THE PHILIPPINES!,1,2.0293732,0.71067953,807214,35253,1908,Flying Kell,0.0003215572140816343
wvo4y6_Hy34,WHAT'S THIS?!,1,1.4287343,1.6706858,745984,41522,4743,RELL 🕺🏽,0.0005225304728826557
7jDrzdX2Ucc,YONG TOTOO!,1,1.2022294,1.7385817,129909,0,209,Mia Sandoval,0.0001492944208236159
4WQ17A_DBWs,TOO FRESH!,1,1.5103594,1.7897061,5371,134,203,Jay Cee Max,0.0006967072971768742
RNp9dshmsqQ,5 MILLION VIEWS INCREDIBLE!,1,1.7762822,0.5764838,133774,3637,288,Waleska Herrera,2.7501603835929242e-05
_NzvNZ-dMuA,ISLAND HOPPING!,1,1.6391606,0.6507957,115481,4508,262,The Endless Adventure,0.0008360487566122491
tkXzcF_kxeg,EURASIAN FAMILY FOREIGNER BECOMING LUMPIA TINDERO!?,1,1.389082,1.2024322,478,60,10,RodVivKids Family Vlog Philippines 🇵🇭,0.0010450609457653113
U0zW0mBu_p0,WILD PARTY!!,1,1.051005,1.3042521,178394,0,438,Mia Sandoval,0.0001492944208236159
n4gq6DmWX8E,WE MADE NEW FRIENDS.. BUT THEN WE HAD TO LEAVE!,1,2.1177604,0.51134396,19864,1148,114,Adam and Jane's Lifestyle,8.708841214710928e-05
GLmdX92Z-GE,FANCIER THAN SINGAPORE?,1,1.4965296,1.3641052,200423,8193,751,Nadir On The Go,0.0005971776832944636
1GHM1QQDSrI,FAMOUS FRIED BAGA!,1,1.3241487,1.1947953,76510,2268,289,Bags Packed Family,0.00046447153145124943
i19jJbU8n3o,UNIVERSITY OF THE PHILIPPINES REACTION!,1,1.7350194,0.81614,640560,21989,2159,Flying Kell,0.0003215572140816343
CO418oACsEk,WHAT THE HECK IS KWEK KWEK?,1,1.7270234,1.7527102,400700,22422,1613,Beryl Shereshewsky,0.0002458966931212497
Wv7VO6sSQzM,Things I've ONLY seen in Philippines supermarkets,1,0.29111576,1.9264346,5504381,204276,2650,Tom from Texas,0.0020901218915306227
LQRA4LI1dpw,VLOGGERS GO CRAZY!,1,1.5216066,1.9314566,17275,1301,104,Mac n Teens,0.0008360487566122491
sRX0LWY7eCE,WHY WE LOVE ILOILO !!,1,1.4997193,1.3502584,114622,5869,735,The Juicy Vlog,0.00019001108104823843
TA11qP7TuBg,A FILIPINO FOOD! MASARAP!,1,1.3771752,1.2996799,3763,254,26,Pinoy Planet,4.644715314512495e-05
255FPlIIomg,DRIVING IN THE PHILIPPINES IS IT SAFE? THE BEST VIEW IN ORMOC CITY? WE DIDN'T EXPECT THIS!,1,1.9738815,0.543515,21634,1198,128,Adam and Jane's Lifestyle,8.708841214710928e-05
fL56kvqw9K4,WHAT IS HE DOING??!,1,1.5066134,1.4719366,57136,1912,94,Music Game News,0.00011000641534371697
Ja2nNDd9fjg,WHO WILL WIN?!,1,1.3571578,1.4093201,502312,13835,826,Bags Packed Family,0.00046447153145124943
VI3ikxCDGms,AMAZING FILIPINO FOOD!,1,1.723306,1.1307018,35863,1707,124,Field of Visions,0.0013934145943537484
UipAKWq8YVM,ANSWERING YOUR QUESTIONS... OUR INCOME? BIGGEST NEGATIVE? HOW CAN A FOREIGNER MAKE MONEY HERE?,1,1.6558523,0.90886146,26999,1133,129,Adam and Jane's Lifestyle,8.708841214710928e-05
5l0FJ_t4NQo,JAPANESE REACTION So Smart!! Prejudice?,1,0.75632244,2.385357,703213,15834,1187,RYU JAPAN,0.0005225304728826557
16GQKjDDrXM,YOUR NEW WIFE IS WAITING!,1,1.6399399,1.5599858,18318,237,71,All About Filipina Relationships,0.0013934145943537484
5rRwJuCdNDo,Telling Korean Mother... I'm PREGNANT!! TRUE REACTION!!,1,0.5933169,2.0767603,405384,14004,1132,Tengkers World [PHIL-KOR Family],0.0006967072971768742
0r-T21BKkMk,THIS IS UNREAL!,1,1.5431582,2.0781567,627984,17417,798,Dabble The Reaction,0.00041802437830612457
nc8JE6Jznb8,"900 VS 40,000 SOLDIER REACTS!",1,0.51114875,2.2173803,1673409,37466,2100,Military Combat Network,0.0020901218915306227
fD8CxHFngFk,MONSTER SPIKE!,1,1.3786905,1.1443278,1368000,14569,1420,Erik Shoji,0.0020901218915306227
EI5eZb5zYXc,24 HOUR CHALLENGE!!,1,1.3254666,0.8286625,1034,42,10,The Canadian Traveller,0.0010450609457653113
xg98i7oWINE,VOYAGER AUX PHILIPPINES EN 2021 POSSIBLE?,1,1.0337514,1.5726478,1507,40,28,Off to Bliss,0.0008360487566122491
YFOx5_ozQH8,I Olivia Rodrigo!,1,-0.33291432,2.3885102,1839490,26764,1473,Discovery Amuse,0.0013934145943537484
30f7VYKKd2s,Could you live here?,1,0.1741948,2.9729428,120424,5269,543,Lloyd & Mandy,0.0010450609457653113
fi-1XRsB_CM,70TH HANFIL FESTIVAL WATCH US!,1,1.0367194,0.8762249,30216,1071,166,Oppa OJay,0.0013934145943537484
DRVaUJy89tQ,ROLLING IN THE DEEP FIRST TIME REACTION KZ TANDINGAN WTF?!,1,1.5729504,0.3636143,27884,1973,101,Matt Criscuolo,0.0013934145943537484
O8MjgV7fPXY,MY PRECIOUS!,1,1.312851,2.6812048,178377,7499,685,Big Guy Appetite,0.0005225304728826557
PvA4IHQh4wI,FILIPINO CROWDS GOOSEBUMPS! STUNNED!,1,1.4669687,0.60401404,144222,4265,112,Music Game News,0.00011000641534371697
XKOs_p60BHs,FILIPINAS THAT EXCEL!,1,1.3996197,0.78258723,59510,2703,68,Music Game News,0.00011000641534371697
ZCUtAYlt-eA,THIS IS RIDICULOUS!,1,1.6421523,1.7997533,149272,3885,96,Waleska Herrera,2.7501603835929242e-05
kv7cn2yuUCc,UCIEKEM W GRY! YCIE NA FILIPINACH!,1,1.2779765,0.9415257,4038,375,147,Życie na Filipinach - Rafał Baran,0.0008360487566122491
6TiRTK7dfXw,LANGUAGE CHALLENGE!,1,1.2696695,1.5626849,13154,555,152,Jared Hartmann,0.0006967072971768742
tmVmWrLa-PA,FILIPINO IS SO SEXY!,1,1.5226145,0.9252809,104421,2703,153,Dabble The Reaction,0.00041802437830612457
ruBgmdFjSMQ,!,1,-0.9316212,2.8890789,35103,1611,212,Japapino World ジャパピーノ,0.00026126523644132783
bTLMJvuPbZc,LELOT?,1,0.6759573,2.0431156,331,39,32,Pinoy Planet,4.644715314512495e-05
VA36h1gjHg8,Weekend in my life Beach with friends!,1,0.41984904,2.5721302,21578,1729,150,Kenzo Martini,0.0010450609457653113
qqHxrueU4iY,YOU'VE GOTTA TRY THESE FILIPINO SNACKS!,1,1.894403,0.9722058,278,15,3,Chazeen,0.0020901218915306227
FKH-4n-D9jc,Filipino Ramen?? PANCIT CANTON!! SPICY?! Calamansi?? sweet?!,1,-0.097850434,2.733456,343175,11953,1815,KIM n LEE,0.0001441463373469395
84zd0pIlcXo,HILARIOUS!! AMERICAN VS FILIPINO ENGLISH WHAT'S A NAPKIN?!,1,1.4973214,0.9982196,467113,15573,1559,JUICY REACTS,0.00016720975132244982
oK2l2dMDGlg,I LOVE MORNINGS! love ko to.,1,0.986573,1.4797728,768300,18321,1182,HellthyJunkFood,0.0013934145943537484
E97HKLhVmgc,AMERICAN VS PHILIPPINES EAGLE BATTLE!! WHO WOULD WIN IN A FIGHT?!,1,1.711123,0.7464247,506600,16098,1665,JUICY REACTS,0.00016720975132244982
RUmFeFqFUWw,IS IT WORTH IT?,1,1.434123,1.5538703,120384,8316,777,josie lifts things,0.0003215572140816343
06YeEjVLC0E,PAALAM ?? SALAMAT ?? PINAGKAKAABAHAN..??,1,-0.18063802,1.3396635,6830,461,184,JJ's Journey,0.0010450609457653113
fIi3T50w1KA,OUR FIRST DAY IN MANILA!,1,2.0296676,1.1545572,24851,1283,147,Adam and Jane's Lifestyle,8.708841214710928e-05
6jS9lvibXVU,OUR FIRST TIME IN BGC THIS IS INSANE!,1,1.8888943,0.7935434,51223,2467,187,Sol & Luna TV,0.0003215572140816343
iC2Q4euQZws,WHY NAMAN?,1,1.664319,1.8782581,50816,2922,224,Pinoy Planet,4.644715314512495e-05
sRd_FC4U5d0,THE REAL TRUTH FILIPINA DATING SITES EXPOSED!,1,1.6957483,0.24955381,34817,948,295,Crazy Filipina Love,0.0013934145943537484
-uj2svY5754,WE SPENT HOW MUCH??? PHILIPPINES COST OF LIVING BRITISH-FILIPINO FAMILY MONTHLY BUDGET CAN WE AFFORD TO CONTINUE LIVING HERE LIKE THIS?,1,1.6539992,0.14303496,85800,2787,279,Adam and Jane's Lifestyle,8.708841214710928e-05
-Ya6eSQ3wng,FILIPINO OR HALF FILIPINO? ????? FOREIGNERS GUESS!,1,1.2931714,0.9806649,18560,1301,54,JUICY REACTS,0.00016720975132244982
pXNjpmV79xY,DESTROYED!,1,1.2169863,1.6162972,867,46,98,Jay Cee Max,0.0006967072971768742
cANij8_TIdI,WE TRY THE FULL MENU!,1,2.0326428,0.5220728,6748,227,29,Travelling Yearbook,0.0010450609457653113
xfnxjGiz2Uo,FULL VLOG!,1,0.5063677,2.4026036,151706,9016,384,Waleska Herrera,2.7501603835929242e-05
Hb6ZBFuM3fU,BICOL EXPRESS BA TALAGA ETO?,1,0.84929484,1.5161179,79107,2125,97,한인타운 호텔&풀빌라 리조트,0.0005225304728826557
wMW_Uk9M5CY,HALF FILIPINOS PLAY HOW FILIPINO ARE YOU?,1,1.5907385,1.1468073,140648,4064,488,THE SKWAD,0.0005971776832944636
5d7EYahP4Bg,PHILIPPINE KARAOKE AMAZING VOICES!,1,1.7816478,0.6407685,266265,6622,451,MontWRLD,0.0010450609457653113
ZcyO-ggx5tQ,Which won?!,1,-0.10497759,1.6430907,1571218,47093,5040,Xiaomanyc 小马在纽约,0.00027868291887074966
evIUyVRHfIc,5 MILLION VIEWS HOW OLD IS SHE?,1,1.9487349,0.15029086,78854,3936,123,Waleska Herrera,2.7501603835929242e-05
ffZ2Hqxc_Bg,LIFE IN THE PROVINCE! SO MANY CHALLENGES! A NEW CAREER FOR ISABELLA? HOW WE ARE ADAPTING TO LIVING IN THE PHILIPPINES!,1,2.159741,0.52148914,56517,2265,236,Adam and Jane's Lifestyle,8.708841214710928e-05
ToDydz2wCJ0,WE ARE IN MANILA!,1,1.8227928,1.5525607,29853,1931,242,Dodo Explorers,0.00026126523644132783
YhL6ZF2luIc,HE CAN'T HANDLE THE PAIN?!?,1,1.4702892,1.3107234,413,24,4,ItsFaime,0.0020901218915306227
QCN_ivNr2Qk,NO NO NO!!! THIS CAN'T BE REAL?!,1,1.1227727,1.2193758,727837,29531,9018,JUICY REACTS,0.00016720975132244982
yjIldaM4C48,THIS IS THE ONE!,1,1.661635,1.5374395,30120,1151,102,Adam and Jane's Lifestyle,8.708841214710928e-05
m1tQXkTN47Y,HIGHLIGHT OF MY TRIP!,1,1.8107312,1.3731608,52194,1759,195,Alina Mcleod,0.0006967072971768742
9XZDbjG2Hf8,PHILIPPINES or MALAYSIA Which COUNTRY Is Better?,1,0.9763759,1.8489107,358801,4529,5776,FTD Facts,0.0008360487566122491
BHR9ht4QVuM,MILK FISH!,1,1.1340914,1.6617554,5826,479,136,Pinoy Planet,4.644715314512495e-05
R1fuPtrok3M,COST OF LIVING IT'S HOW MUCH?,1,1.8887045,0.8083338,58483,3069,183,TriFate Geo,8.19655643737499e-05
UrXeU489jX4,SPEAKING TAGALOG I'M SO JEALOUS!,1,1.5467701,0.8423758,67331,3172,229,Music Game News,0.00011000641534371697
0_pTnqziRqo,SWEET!,1,1.0541639,1.4691708,247720,10465,561,SecretLifeofLauren,0.0013934145943537484
U6lgI1iNHpA,LUMPIAN SHANGHAI!,1,1.1812634,2.078739,22109,1779,117,Pinoy Planet,4.644715314512495e-05
lQxl7v4iZRU,IS THIS HEAVEN?,1,1.6204247,1.7004976,238387,9026,529,The Commodity,8.038930352040857e-05
poP4WEHiHFg,THIS IS BORACAY?!,1,1.3508804,1.7724545,593435,18618,1776,Always Be Changing,0.0002985888416472318
W7I3qmSf9NI,HUGE FILIPINO FESTIVAL!,1,1.4038557,1.302811,97360,4076,209,The Endless Adventure,0.0008360487566122491
